Amount,F1,Precision,Recall
0,0.9963294117647059,1.0,0.9926856714178545
1,0.9944439212731896,0.9986759977302818,0.9902475618904726
2,0.992177928564697,0.9971585527562038,0.9872468117029257
5,0.988379782711384,0.9958119169998096,0.9810577644411103
10,0.9871187724947906,0.9971297359357061,0.9773068267066767
20,0.9817904471350939,0.9984487104905954,0.9656789197299325
