Amount,F1,Precision,Recall
0,0.9997072313847956,0.9994146341463415,1.0
1,0.9852606588188743,0.9985963505113294,0.972276454509957
2,0.9788844621513945,0.9991866612444082,0.9593908629441624
5,0.9378495960223742,0.9988967343336276,0.8838344396720031
10,0.8839285714285714,0.9992614475627769,0.7924638812963686
20,0.8163453768902228,0.9985879695001412,0.6903553299492385
