Amount,F1,Precision,Recall
0,0.9967821313647549,0.9954631379962193,0.9981046247156937
1,0.9705513179492131,0.9891753591812635,0.9526156178923427
2,0.9479381950595414,0.9858751279426817,0.9128127369219106
5,0.9072901776597917,0.9833997343957503,0.8421152388172858
10,0.85399978639325,0.9782236359187668,0.7577710386656558
20,0.7864330130016959,0.9745026618100309,0.6592115238817285
