Amount,F1,Precision,Recall
0,0.8741746663544837,0.8669081452586607,0.8815640347563279
1,0.8627217823950935,0.857542768273717,0.8679637325273895
2,0.8514023521305417,0.8470382949552862,0.8558116106283843
5,0.8224079639368895,0.8177997758685095,0.8270683792973177
10,0.7854596403829688,0.7769086261587262,0.7942009822440499
20,0.7357095850997077,0.7158471572802811,0.7567057045712127
