Amount,F1,Precision,Recall
0,0.9897757847533633,0.9878267096312209,0.9917325664989216
1,0.9667460608281422,0.9858931240657698,0.9483285406182602
2,0.9470791018354607,0.9832656219771716,0.9134615384615384
5,0.8956695796514182,0.9805451630144307,0.8243170381020848
10,0.8355925241322654,0.9747244849065645,0.7312185478073329
20,0.7569257776071096,0.9715533023517814,0.6199676491732566
