Amount,F1,Precision,Recall
0,0.9907329401853412,0.9865771812080537,0.9949238578680203
1,0.8037943085371942,0.9805115712545676,0.6810490693739425
2,0.743455497382199,0.9752747252747253,0.6006768189509306
5,0.6245694603903559,0.9714285714285714,0.4602368866328257
10,0.6094022054556006,0.9704251386321626,0.44416243654822335
20,0.5600961538461539,0.966804979253112,0.3942470389170897
