Amount,F1,Precision,Recall
0,0.9903583120319297,0.9884522424133918,0.9922717469446442
1,0.9669664158561204,0.9878140232470941,0.946980589503954
2,0.944582376914789,0.986593600156571,0.9060028756290438
5,0.8945715127122803,0.9856154012545966,0.8189252336448598
10,0.8282712710630331,0.9830864197530864,0.7155823148813804
20,0.7633730180501453,0.979997182701789,0.6251797268152408
